"id","latitude","longitude","name","docks"
351,"40.70531","-74.006126","Front St & Maiden Ln",39
353,"40.685396","-73.974315","S Portland Ave & Hanson Pl",26
354,"40.693631","-73.962236","Emerson Pl & Myrtle Ave",23
355,"40.716021","-73.999744","Bayard St & Baxter St",43
356,"40.716226","-73.982612","Bialystoker Pl & Delancey St",21
358,"40.732916","-74.007114","Christopher St & Greenwich St",47
359,"40.755103","-73.974987","E 47 St & Park Ave",63
360,"40.707179","-74.008873","William St & Pine St",37
361,"40.716059","-73.991908","Allen St & Hester St",43
362,"40.751726","-73.987535","Broadway & W 37 St",57
363,"40.708347","-74.017134","West Thames St",48
364,"40.689004","-73.960239","Lafayette Ave & Classon Ave",27
366,"40.693261","-73.968896","Clinton Ave & Myrtle Ave",33
367,"40.758281","-73.970694","E 53 St & Lexington Ave",33
368,"40.730386","-74.00215","Carmine St & 6 Ave",38
369,"40.732241","-74.000264","Washington Pl & 6 Ave",60
372,"40.694546","-73.958014","Franklin Ave & Myrtle Ave",26
373,"40.693317","-73.95382","Willoughby Ave & Walworth St",19
376,"40.708621","-74.007222","John St & William St",41
377,"40.722438","-74.005664","6 Ave & Canal St",47
379,"40.749156","-73.9916","W 31 St & 7 Ave",40
380,"40.734011","-74.002939","W 4 St & 7 Ave S",42
383,"40.735238","-74.000271","Greenwich Ave & Charles St",39
385,"40.757973","-73.966033","E 55 St & 2 Ave",25
386,"40.714948","-74.002345","Centre St & Worth St",43
387,"40.712733","-74.004607","Centre St & Chambers St",37
388,"40.749718","-74.00295","W 26 St & 10 Ave",35
389,"40.710446","-73.965251","Broadway & Berry St",27
390,"40.692216","-73.984284","Duffield St & Willoughby St",31
391,"40.697601","-73.993446","Clark St & Henry St",14
392,"40.695065","-73.987167","Jay St & Tech Pl",34
393,"40.722992","-73.979955","E 5 St & Avenue C",36
394,"40.725213","-73.977688","E 9 St & Avenue C",34
396,"40.680342","-73.955769","Lefferts Pl & Franklin Ave",25
397,"40.684157","-73.969223","Fulton St & Clermont Ave",27
398,"40.691652","-73.999979","Atlantic Ave & Furman St",30
399,"40.688515","-73.964763","Lafayette Ave & St James Pl",27
400,"40.719261","-73.98178","Pitt St & Stanton St",14
401,"40.720196","-73.989978","Allen St & Rivington St",40
402,"40.740343","-73.989551","Broadway & E 22 St",38
403,"40.725029","-73.990697","E 2 St & 2 Ave",31
405,"40.739323","-74.008119","Washington St & Gansevoort St",51
406,"40.695128","-73.995951","Hicks St & Montague St",34
408,"40.710762","-73.994004","Market St & Cherry St",21
410,"40.720664","-73.98518","Suffolk St & Stanton St",45
411,"40.722281","-73.976687","E 6 St & Avenue D",31
412,"40.715816","-73.994224","Forsyth St & Canal St",28
415,"40.704718","-74.00926","Pearl St & Hanover Square",42
416,"40.687534","-73.972652","Cumberland St & Lafayette Ave",31
417,"40.712912","-74.010202","Barclay St & Church St",25
418,"40.70224","-73.982578","Front St & Gold St",23
419,"40.695807","-73.973556","Carlton Ave & Park Ave",23
420,"40.687645","-73.969689","Clermont Ave & Lafayette Ave",23
421,"40.695734","-73.971297","Clermont Ave & Park Ave",19
422,"40.770513","-73.988038","W 59 St & 10 Ave",79
423,"40.765849","-73.986905","W 54 St & 9 Ave",24
426,"40.717548","-74.013221","West St & Chambers St",27
427,"40.701907","-74.013942","Bus Slip & State St",47
432,"40.726218","-73.983799","E 7 St & Avenue A",30
434,"40.743174","-74.003664","9 Ave & W 18 St",59
435,"40.74174","-73.994156","W 21 St & 6 Ave",50
436,"40.682166","-73.95399","Hancock St & Bedford Ave",27
437,"40.680983","-73.950048","Macon St & Nostrand Ave",24
438,"40.727791","-73.985649","St Marks Pl & 1 Ave",45
439,"40.726281","-73.98978","E 4 St & 2 Ave",39
440,"40.752554","-73.972826","E 45 St & 3 Ave",32
442,"40.746647","-73.993915","W 27 St & 7 Ave",48
443,"40.708531","-73.96409","Bedford Ave & S 9 St",23
445,"40.727408","-73.98142","E 10 St & Avenue A",78
446,"40.744876","-73.995299","W 24 St & 7 Ave",47
447,"40.763707","-73.985162","8 Ave & W 52 St",25
448,"40.756604","-73.997901","W 37 St & 10 Ave",27
450,"40.762272","-73.987882","W 49 St & 8 Ave",65
453,"40.744751","-73.999154","W 22 St & 8 Ave",65
454,"40.754557","-73.96593","E 51 St & 1 Ave",34
455,"40.75002","-73.969053","1 Ave & E 44 St",59
456,"40.759711","-73.974023","E 53 St & Madison Ave",35
458,"40.751396","-74.005226","11 Ave & W 27 St",30
459,"40.746745","-74.007756","W 20 St & 11 Ave",48
460,"40.712859","-73.965903","S 4 St & Wythe Ave",23
461,"40.735877","-73.98205","E 20 St & 2 Ave",54
462,"40.74692","-74.004519","W 22 St & 10 Ave",47
464,"40.759345","-73.967597","E 56 St & 3 Ave",52
465,"40.755136","-73.98658","Broadway & W 41 St",39
466,"40.743954","-73.991449","W 25 St & 6 Ave",25
467,"40.683125","-73.978951","Dean St & 4 Ave",34
468,"40.765265","-73.981923","Broadway & W 56 St",65
469,"40.763441","-73.982681","Broadway & W 53 St",56
470,"40.743453","-74.00004","W 20 St & 8 Ave",70
471,"40.712868","-73.956981","Grand St & Havemeyer St",31
472,"40.745712","-73.981948","E 32 St & Park Ave",53
473,"40.721101","-73.991925","Rivington St & Chrystie St",49
474,"40.745168","-73.986831","5 Ave & E 29 St",56
476,"40.743943","-73.979661","E 31 St & 3 Ave",46
477,"40.756405","-73.990026","W 41 St & 8 Ave",69
478,"40.760301","-73.998842","11 Ave & W 41 St",35
479,"40.760193","-73.991255","9 Ave & W 45 St",30
480,"40.766697","-73.990617","W 53 St & 10 Ave",28
481,"40.712605","-73.962644","S 3 St & Bedford Ave",25
482,"40.739355","-73.999318","W 15 St & 7 Ave",75
483,"40.732233","-73.9889","E 12 St & 3 Ave",33
484,"40.755003","-73.980144","W 44 St & 5 Ave",46
485,"40.75038","-73.98339","W 37 St & 5 Ave",40
486,"40.746201","-73.988557","Broadway & W 29 St",40
487,"40.733143","-73.975739","E 20 St & FDR Drive",34
489,"40.750664","-74.001768","10 Ave & W 28 St",49
490,"40.751551","-73.993934","8 Ave & W 33 St",64
491,"40.740964","-73.986022","E 24 St & Park Ave S",51
492,"40.7502","-73.990931","W 33 St & 7 Ave",67
493,"40.7568","-73.982912","W 45 St & 6 Ave",34
494,"40.747348","-73.997236","W 26 St & 8 Ave",65
495,"40.762699","-73.993012","W 47 St & 10 Ave",39
496,"40.737262","-73.99239","E 16 St & 5 Ave",46
497,"40.73705","-73.990093","E 17 St & Broadway",64
499,"40.769155","-73.981918","Broadway & W 60 St",35
500,"40.762288","-73.983362","Broadway & W 51 St",50
501,"40.744219","-73.971212","FDR Drive & E 35 St",78
502,"40.714211","-73.981095","Henry St & Grand St",36
503,"40.738274","-73.98752","E 20 St & Park Ave",31
504,"40.732219","-73.981656","1 Ave & E 16 St",52
505,"40.749013","-73.988484","6 Ave & W 33 St",52
507,"40.739126","-73.979738","E 25 St & 2 Ave",43
508,"40.763414","-73.996674","W 46 St & 11 Ave",24
509,"40.745497","-74.001971","9 Ave & W 22 St",61
513,"40.768254","-73.988639","W 56 St & 10 Ave",29
514,"40.760875","-74.002777","12 Ave & W 40 St",51
515,"40.760094","-73.994618","W 43 St & 10 Ave",34
516,"40.752069","-73.967844","E 47 St & 1 Ave",30
517,"40.751581","-73.97791","Pershing Square South",68
518,"40.747804","-73.973442","E 39 St & 2 Ave",37
519,"40.751873","-73.977706","Pershing Square North",67
520,"40.759923","-73.976485","W 52 St & 5 Ave",41
522,"40.757148","-73.972078","E 51 St & Lexington Ave",51
523,"40.754666","-73.991382","W 38 St & 8 Ave",50
525,"40.755942","-74.002116","W 34 St & 11 Ave",56
526,"40.747659","-73.984907","E 33 St & 5 Ave",38
528,"40.742909","-73.977061","2 Ave & E 31 St",38
529,"40.75757","-73.990985","W 42 St & 8 Ave",37
530,"40.771497","-73.99046","11 Ave & W 59 St",23
531,"40.718939","-73.992663","Forsyth St & Broome St",39
532,"40.710451","-73.960876","S 5 Pl & S 5 St",42
533,"40.752996","-73.987216","Broadway & W 38 St",45
534,"40.702551","-74.012723","Water - Whitehall Plaza",31
536,"40.741444","-73.975361","1 Ave & E 30 St",28
539,"40.715348","-73.960241","Metropolitan Ave & Bedford Ave",31
540,"40.743116","-73.982154","Lexington Ave & E 29 St",46
545,"40.736502","-73.978095","E 23 St & 1 Ave",27
546,"40.744449","-73.983035","E 30 St & Park Ave S",43
2000,"40.702551","-73.989402","Front St & Washington St",29
2002,"40.716887","-73.963198","Wythe Ave & Metropolitan Ave",27
2003,"40.733812","-73.980544","1 Ave & E 18 St",53
2005,"40.705312","-73.971001","Railroad Ave & Kay Ave",12
2006,"40.765909","-73.976342","Central Park S & 6 Ave",48
2008,"40.705693","-74.016777","Little West St & 1 Pl",24
2009,"40.711174","-73.996826","Catherine St & Monroe St",35
2010,"40.7217","-74.002381","Grand St & Greene St",38
2012,"40.739445","-73.976806","E 27 St & 1 Ave",35
2017,"40.750224","-73.971214","E 43 St & 2 Ave",39
2021,"40.759291","-73.988597","W 45 St & 8 Ave",42
2022,"40.759107","-73.959223","E 60 St & York Ave",32
3002,"40.711512","-74.015756","South End Ave & Liberty St",25
3016,"40.720368","-73.961651","Kent Ave & N 7 St",53
3041,"40.678907","-73.941428","Kingston Ave & Herkimer St",24
3042,"40.679427","-73.929891","Fulton St & Utica Ave",19
3043,"40.68146","-73.934903","Lewis Ave & Decatur St",19
3044,"40.680011","-73.938475","Albany Ave & Fulton St",27
3046,"40.682601","-73.938037","Marcus Garvey Blvd & Macon St",18
3047,"40.682369","-73.944118","Halsey St & Tompkins Ave",21
3048,"40.68402","-73.94977","Putnam Ave & Nostrand Ave",19
3049,"40.68488","-73.96304","Cambridge Pl & Gates Ave",17
3050,"40.685153","-73.94111","Putnam Ave & Throop Ave",21
3052,"40.686312","-73.935775","Lewis Ave & Madison St",23
3053,"40.690082","-73.947915","Marcy Ave & Lafayette Ave",23
3054,"40.689493","-73.942061","Greene Ave & Throop Ave",19
3055,"40.688334","-73.950916","Greene Ave & Nostrand Ave",23
3056,"40.690725","-73.951335","Kosciuszko St & Nostrand Ave",23
3057,"40.691283","-73.945242","Kosciuszko St & Tompkins Ave",18
3058,"40.692371","-73.937054","Lewis Ave & Kosciuszko St",24
3059,"40.693398","-73.939877","Pulaski St & Marcus Garvey Blvd",19
3060,"40.694254","-73.946269","Willoughby Ave & Tompkins Ave",18
3061,"40.696229","-73.943711","Throop Ave & Myrtle Ave",21
3062,"40.695398","-73.949549","Myrtle Ave & Marcy Ave",22
3063,"40.69527","-73.952381","Nostrand Ave & Myrtle Ave",20
3064,"40.69682","-73.937569","Myrtle Ave & Lewis Ave",23
3065,"40.700295","-73.950323","Union Ave & Wallabout St",31
3066,"40.699576","-73.947084","Tompkins Ave & Hopkins St",19
3067,"40.701666","-73.94373","Broadway & Whipple St",27
3068,"40.703172","-73.940636","Humboldt St & Varet St",42
3069,"40.704118","-73.948186","Lorimer St & Broadway",29
3070,"40.705109","-73.944073","McKibbin St & Manhattan Ave",23
3071,"40.705381","-73.949765","Boerum St & Broadway",19
3072,"40.705833","-73.946446","Leonard St & Boerum St",24
3074,"40.707678","-73.940162","Montrose Ave & Bushwick Ave",42
3075,"40.707087","-73.957968","Division Ave & Marcy Ave",33
3076,"40.708704","-73.944863","Scholes St & Manhattan Ave",36
3077,"40.708771","-73.950953","Stagg St & Union Ave",33
3078,"40.709248","-73.960631","Broadway & Roebling St",26
3080,"40.70934","-73.95608","S 4 St & Rodney St",21
3081,"40.711863","-73.944024","Graham Ave & Grand St",29
3082,"40.711674","-73.951413","Hope St & Union Ave",25
3083,"40.712477","-73.941","Bushwick Ave & Powers St",32
3085,"40.71469","-73.95739","Roebling St & N 4 St",25
3086,"40.715143","-73.944507","Graham Ave & Conselyea St",30
3087,"40.714133","-73.952344","Metropolitan Ave & Meeker Ave",30
3088,"40.716075","-73.952029","Union Ave & Jackson St",19
3092,"40.71901","-73.958525","Berry St & N 8 St",27
3093,"40.717452","-73.958509","N 6 St & Bedford Ave",27
3094,"40.716981","-73.944859","Graham Ave & Withers St",18
3095,"40.719293","-73.945004","Graham Ave & Herbert St",26
3096,"40.71924","-73.95242","Union Ave & N 12 St",39
3100,"40.724813","-73.947526","Nassau Ave & Newell St",50
3101,"40.720798","-73.954847","N 12 St & Bedford Ave",27
3102,"40.721791","-73.950415","Driggs Ave & Lorimer St",27
3105,"40.724055","-73.955736","N 15 St & Wythe Ave",24
3106,"40.72325","-73.94308","Driggs Ave & N Henry St",21
3107,"40.723117","-73.952123","Bedford Ave & Nassau Ave",38
3108,"40.72557","-73.94434","Nassau Ave & Russell St",51
3109,"40.72606","-73.95621","Banker St & Meserole Ave",31
3110,"40.727086","-73.952991","Meserole Ave & Manhattan Ave",28
3112,"40.72906","-73.95779","Milton St & Franklin St",32
3113,"40.73026","-73.95394","Greenpoint Ave & Manhattan Ave",27
3115,"40.732322","-73.955086","India St & Manhattan Ave",49
3116,"40.73266","-73.95826","Huron St & Franklin St",35
3117,"40.73564","-73.95866","Franklin St & Dupont St",27
3118,"40.73555","-73.95284","McGuinness Blvd & Eagle St",42
3119,"40.742327","-73.954117","Vernon Blvd & 50 Ave",45
3121,"40.745248","-73.947333","Jackson Ave & 46 Rd",27
3122,"40.744363","-73.955873","48 Ave & 5 St",31
3123,"40.744697","-73.935404","31 St & Thomson Ave",27
3124,"40.74731","-73.95451","46 Ave & 5 St",27
3125,"40.747086","-73.949772","45 Rd & 11 St",23
3126,"40.747182","-73.943264","44 Dr & Jackson Ave",34
3127,"40.74966","-73.9521","9 St & 44 Rd",35
3128,"40.750525","-73.945948","21 St & 43 Ave",23
3129,"40.751102","-73.940737","Queens Plaza North & Crescent St",29
3130,"40.75326","-73.943358","21 St & Queens Plaza North",31
3131,"40.767128","-73.962246","E 68 St & 3 Ave",31
3132,"40.763505","-73.971092","E 59 St & Madison Ave",35
3134,"40.763126","-73.965269","3 Ave & E 62 St",51
3135,"40.771129","-73.957723","E 75 St & 3 Ave",40
3136,"40.766368","-73.971518","5 Ave & E 63 St",46
3137,"40.772828","-73.966853","5 Ave & E 73 St",30
3139,"40.771183","-73.964094","E 72 St & Park Ave",43
3140,"40.771404","-73.953517","1 Ave & E 78 St",55
3141,"40.765005","-73.958185","1 Ave & E 68 St",59
3142,"40.761227","-73.96094","1 Ave & E 62 St",41
3143,"40.776321","-73.964274","5 Ave & E 78 St",47
3144,"40.776777","-73.95901","E 81 St & Park Ave",46
3145,"40.778627","-73.957721","E 84 St & Park Ave",45
3146,"40.77573","-73.956753","E 81 St & 3 Ave",47
3147,"40.778012","-73.954071","E 85 St & 3 Ave",38
3148,"40.775655","-73.950686","E 84 St & 1 Ave",31
3150,"40.775369","-73.948034","E 85 St & York Ave",47
3151,"40.772838","-73.949892","E 81 St & York Ave",41
3152,"40.768737","-73.961199","3 Ave & E 71 St",42
3154,"40.773142","-73.958562","E 77 St & 3 Ave",31
3156,"40.766638","-73.953483","E 72 St & York Ave",36
3157,"40.775186","-73.944461","East End Ave & E 86 St",27
3158,"40.771639","-73.982614","W 63 St & Broadway",31
3159,"40.774925","-73.982666","W 67 St & Broadway",31
3160,"40.778968","-73.973747","Central Park West & W 76 St",37
3161,"40.780184","-73.977285","W 76 St & Columbus Ave",58
3163,"40.773407","-73.977825","Central Park West & W 68 St",43
3164,"40.777058","-73.978985","Columbus Ave & W 72 St",65
3165,"40.775794","-73.976206","Central Park West & W 72 St",50
3166,"40.780578","-73.985624","Riverside Dr & W 72 St",40
3167,"40.779668","-73.98093","Amsterdam Ave & W 73 St",54
3168,"40.784727","-73.969617","Central Park West & W 85 St",30
3169,"40.787209","-73.981281","Riverside Dr & W 82 St",39
3170,"40.785","-73.972834","W 84 St & Columbus Ave",34
3171,"40.785247","-73.976673","Amsterdam Ave & W 82 St",38
3172,"40.778567","-73.97755","W 74 St & Columbus Ave",26
3173,"40.777507","-73.988886","Riverside Blvd & W 67 St",36
3175,"40.77748","-73.982886","W 70 St & Amsterdam Ave",30
3177,"40.786795","-73.977112","W 84 St & Broadway",63
3178,"40.784145","-73.983625","Riverside Dr & W 78 St",39
3179,"40.698617","-73.941342","Park Ave & Marcus Garvey Blvd",23
3184,"40.714145","-74.033552","Paulus Hook",14
3185,"40.717733","-74.043845","City Hall",22
3186,"40.719586","-74.043117","Grove St PATH",42
3187,"40.721124","-74.038051","Warren St",22
3191,"40.718211","-74.083639","Union St",18
3192,"40.711242","-74.055701","Liberty Light Rail",21
3193,"40.724605","-74.078406","Lincoln Park",18
3194,"40.72534","-74.067622","McGinley Square",21
3195,"40.730897","-74.063913","Sip Ave",33
3196,"40.744319","-74.043991","Riverview Park",18
3198,"40.748716","-74.040443","Heights Elevator",18
3199,"40.728745","-74.032108","Newport Pkwy",14
3201,"40.737711","-74.066921","Dey St",18
3202,"40.727224","-74.033759","Newport PATH",18
3203,"40.727596","-74.044247","Hamilton Park",25
3205,"40.71654","-74.049638","JC Medical Center",22
3206,"40.731169","-74.057574","Hilltop",26
3207,"40.737604","-74.052478","Oakland Ave",26
3209,"40.724177","-74.050656","Brunswick St",22
3210,"40.742677","-74.051789","Pershing Field",17
3211,"40.721525","-74.046305","Newark Ave",22
3212,"40.734786","-74.050444","Christ Hospital",21
3213,"40.718489","-74.047727","Van Vorst Park",22
3214,"40.712774","-74.036486","Essex Light Rail",21
3220,"40.734961","-74.059503","5 Corners Library",18
3221,"40.743","-73.93561","47 Ave & 31 St",27
3225,"40.723659","-74.064194","Baldwin at Montgomery",14
3226,"40.78275","-73.97137","W 82 St & Central Park West",44
3231,"40.767801","-73.965921","E 67 St & Park Ave",39
3232,"40.689622","-73.983043","Bond St & Fulton St",31
3233,"40.757246","-73.978059","E 48 St & 5 Ave",38
3235,"40.752165","-73.979922","E 41 St & Madison Ave",25
3236,"40.758985","-73.9938","W 42 St & Dyer Ave",33
3241,"40.686203","-73.944694","Monroe St & Tompkins Ave",19
3242,"40.691029","-73.991834","Schermerhorn St & Court St",38
3243,"40.758924","-73.962262","E 58 St & 1 Ave (NE Corner)",29
3244,"40.731437","-73.994903","University Pl & E 8 St",41
3246,"40.694281","-73.9923","Montague St & Clinton St",38
3249,"40.680356","-73.947679","Verona Pl & Fulton St",19
3255,"40.750585","-73.994685","8 Ave & W 31 St",16
3256,"40.727714","-74.011296","Pier 40 - Hudson River Park",21
3259,"40.74937","-73.999234","9 Ave & W 28 St",24
3260,"40.727064","-73.996621","Mercer St & Bleecker St",45
3263,"40.729515","-73.990753","Cooper Square & Astor Pl",58
3267,"40.712419","-74.038526","Morris Canal",14
3268,"40.713464","-74.062859","Lafayette Park",13
3269,"40.726012","-74.050389","Brunswick & 6th",13
3270,"40.725289","-74.045572","Jersey & 6th St",14
3272,"40.723332","-74.045953","Jersey & 3rd",14
3273,"40.721651","-74.042884","Manila & 1st",18
3275,"40.718355","-74.038914","Columbus Drive",14
3276,"40.714584","-74.042817","Marin Light Rail",26
3277,"40.714358","-74.066611","Communipaw & Berry Lane",14
3278,"40.725685","-74.04879","Monmouth and 6th",14
3279,"40.72163","-74.049968","Dixon Mills",17
3280,"40.719282","-74.071262","Astor Place",14
3281,"40.74591","-74.057271","Leonard Gordon Park",14
3282,"40.78307","-73.95939","5 Ave & E 88 St",38
3283,"40.788221","-73.970416","W 89 St & Columbus Ave",47
3284,"40.781411","-73.955959","E 88 St & Park Ave",38
3285,"40.78839","-73.9747","W 87 St & Amsterdam Ave",42
3286,"40.780628","-73.952167","E 89 St & 3 Ave",39
3287,"40.789622","-73.97757","W 87 St & West End Ave",47
3288,"40.778301","-73.948813","E 88 St & 1 Ave",39
3289,"40.790179","-73.972889","W 90 St & Amsterdam Ave",32
3290,"40.777945","-73.946041","E 89 St & York Ave",35
3292,"40.785785","-73.957481","5 Ave & E 93 St",43
3293,"40.7921","-73.9739","W 92 St & Broadway",24
3294,"40.783502","-73.955327","E 91 St & Park Ave",37
3295,"40.79127","-73.964839","Central Park W & W 96 St",59
3296,"40.782454","-73.94892","E 93 St & 2 Ave",42
3297,"40.668663","-73.979881","6 St & 7 Ave",21
3298,"40.686371","-73.993833","Warren St & Court St",23
3299,"40.78813","-73.95206","E 98 St & Park Ave",25
3300,"40.665147","-73.976376","Prospect Park West & 8 St",25
3301,"40.791956","-73.968087","Columbus Ave & W 95 St",37
3302,"40.796935","-73.964341","Columbus Ave & W 103 St",22
3303,"40.684989","-73.994403","Butler St & Court St",24
3304,"40.668127","-73.983776","6 Ave & 9 St",27
3305,"40.781122","-73.949656","E 91 St & 2 Ave",38
3306,"40.666208","-73.981999","10 St & 7 Ave",23
3307,"40.794165","-73.974124","West End Ave & W 94 St",30
3308,"40.686176","-73.996453","Kane St & Clinton St",27
3309,"40.78592","-73.948603","E 97 St & 3 Ave",29
3310,"40.663779","-73.983968","14 St & 7 Ave",24
3311,"40.687632","-74.001626","Columbia St & Kane St",21
3312,"40.781721","-73.94594","1 Ave & E 94 St",39
3313,"40.666318","-73.985462","6 Ave & 12 St",29
3314,"40.79377","-73.971888","W 95 St & Broadway",31
3315,"40.684751","-73.999173","Henry St & Degraw St",23
3317,"40.668627","-73.987001","10 St & 5 Ave",24
3318,"40.783964","-73.947167","2 Ave & E 96 St",39
3319,"40.666287","-73.988951","14 St & 5 Ave",21
3320,"40.794067","-73.962868","Central Park West & W 100 St",49
3321,"40.683116","-73.997853","Clinton St & Union St",25
